Altitude Sports | https://xameleon.phantemlis.top/one/secure/0e8cd10db09b4e2b2ee7140984b168e1/1789369670/premium923/index.m3u8 | HTTP 403 | https://xameleon.phantemlis.top/one/secure/0e8cd10db09b4e2b2ee7140984b168e1/1789369670/premium923/index.m3u8: Server returned 403 Forbidden (access denied)
Sky Sports Action | https://xameleon.phantemlis.top/one/secure/459cb927badb4c7d5879b43b39820f0f/1789369667/premium37/index.m3u8 | HTTP 403 | https://xameleon.phantemlis.top/one/secure/459cb927badb4c7d5879b43b39820f0f/1789369667/premium37/index.m3u8: Server returned 403 Forbidden (access denied)
Sky Sports Cricket | https://xameleon.phantemlis.top/four/secure/0d2ca8af02511f635da4cfd9aa837a54/1789369660/premium65/index.m3u8 | HTTP 403 | https://xameleon.phantemlis.top/four/secure/0d2ca8af02511f635da4cfd9aa837a54/1789369660/premium65/index.m3u8: Server returned 403 Forbidden (access denied)
Sky Sports F1 | https://xameleon.phantemlis.top/two/secure/39a482d55bc9607e312b8a1440f0975c/1789369656/premium60/index.m3u8 | HTTP 403 | https://xameleon.phantemlis.top/two/secure/39a482d55bc9607e312b8a1440f0975c/1789369656/premium60/index.m3u8: Server returned 403 Forbidden (access denied)
Sky Sports Football | https://xameleon.phantemlis.top/three/secure/5b880cca8482a60fc5d40c4ebcd882fd/1789369670/premium35/index.m3u8 | HTTP 403 | https://xameleon.phantemlis.top/three/secure/5b880cca8482a60fc5d40c4ebcd882fd/1789369670/premium35/index.m3u8: Server returned 403 Forbidden (access denied)
Sky Sports Golf | https://xameleon.phantemlis.top/two/secure/5982fb7e71a403e494ca7dce3a121888/1789369662/premium70/index.m3u8 | HTTP 403 | https://xameleon.phantemlis.top/two/secure/5982fb7e71a403e494ca7dce3a121888/1789369662/premium70/index.m3u8: Server returned 403 Forbidden (access denied)
Sky Sports Main Event | https://xameleon.phantemlis.top/three/secure/f93e16956635eea2b87cd3b6f875470a/1789369670/premium38/index.m3u8 | HTTP 403 | https://xameleon.phantemlis.top/three/secure/f93e16956635eea2b87cd3b6f875470a/1789369670/premium38/index.m3u8: Server returned 403 Forbidden (access denied)
Sky Sports Mix | https://xameleon.phantemlis.top/five/secure/7bf51c71376635b4c11f2f458f6e1568/1789369659/premium449/index.m3u8 | HTTP 403 | https://xameleon.phantemlis.top/five/secure/7bf51c71376635b4c11f2f458f6e1568/1789369659/premium449/index.m3u8: Server returned 403 Forbidden (access denied)
Sky Sports News | https://xameleon.phantemlis.top/two/secure/17e4812d15565f50d7418284f9c11505/1789369663/premium366/index.m3u8 | HTTP 403 | https://xameleon.phantemlis.top/two/secure/17e4812d15565f50d7418284f9c11505/1789369663/premium366/index.m3u8: Server returned 403 Forbidden (access denied)
Sky Sports Premier League | https://xameleon.phantemlis.top/four/secure/4f5acdb152937a695c5a7abe0a66380f/1789369674/premium671/index.m3u8 | HTTP 403 | https://xameleon.phantemlis.top/four/secure/4f5acdb152937a695c5a7abe0a66380f/1789369674/premium671/index.m3u8: Server returned 403 Forbidden (access denied)
Sky Sports Racing | https://xameleon.phantemlis.top/two/secure/428d96e3b3218fbd774619f2e15dbddd/1789369668/premium554/index.m3u8 | HTTP 403 | https://xameleon.phantemlis.top/two/secure/428d96e3b3218fbd774619f2e15dbddd/1789369668/premium554/index.m3u8: Server returned 403 Forbidden (access denied)
Sky Sports Tennis | https://xameleon.phantemlis.top/two/secure/82c919cb5fc2015bfcf886077db9f501/1789369667/premium46/index.m3u8 | HTTP 403 | https://xameleon.phantemlis.top/two/secure/82c919cb5fc2015bfcf886077db9f501/1789369667/premium46/index.m3u8: Server returned 403 Forbidden (access denied)
Smithsonian Channel | https://xameleon.phantemlis.top/four/secure/29c16d909d151d61089fcb179338199c/1789369674/premium603/index.m3u8 | HTTP 403 | https://xameleon.phantemlis.top/four/secure/29c16d909d151d61089fcb179338199c/1789369674/premium603/index.m3u8: Server returned 403 Forbidden (access denied)
Space City Home Network | https://xameleon.phantemlis.top/four/secure/228d700bf19f0865ffd5e4eda8ec5f55/1789369669/premium921/index.m3u8 | HTTP 403 | https://xameleon.phantemlis.top/four/secure/228d700bf19f0865ffd5e4eda8ec5f55/1789369669/premium921/index.m3u8: Server returned 403 Forbidden (access denied)
Spectrum SportsNet LA Dodgers | https://xameleon.phantemlis.top/one/secure/52354c40dbe3f814ed68257d3cf1b771/1789369670/premium764/index.m3u8 | HTTP 403 | https://xameleon.phantemlis.top/one/secure/52354c40dbe3f814ed68257d3cf1b771/1789369670/premium764/index.m3u8: Server returned 403 Forbidden (access denied)
Spectrum SportsNet Lakers | https://xameleon.phantemlis.top/one/secure/0356062b51f8e987edaf09d234b63d3c/1789369674/premium982/index.m3u8 | HTTP 403 | https://xameleon.phantemlis.top/one/secure/0356062b51f8e987edaf09d234b63d3c/1789369674/premium982/index.m3u8: Server returned 403 Forbidden (access denied)
Sportsnet 360 | https://xameleon.phantemlis.top/three/secure/b06b3714a926e7d156d8138ef5cec3fc/1789369665/premium409/index.m3u8 | HTTP 403 | https://xameleon.phantemlis.top/three/secure/b06b3714a926e7d156d8138ef5cec3fc/1789369665/premium409/index.m3u8: Server returned 403 Forbidden (access denied)
Sportsnet East | https://xameleon.phantemlis.top/two/secure/c08fdf14fbdd30de0c0331d9e6332b68/1789369675/premium408/index.m3u8 | HTTP 403 | https://xameleon.phantemlis.top/two/secure/c08fdf14fbdd30de0c0331d9e6332b68/1789369675/premium408/index.m3u8: Server returned 403 Forbidden (access denied)
SportsNet New York | https://xameleon.phantemlis.top/three/secure/d31756791261b4a1d30cdcd2c58b0bcc/1789369671/premium759/index.m3u8 | HTTP 403 | https://xameleon.phantemlis.top/three/secure/d31756791261b4a1d30cdcd2c58b0bcc/1789369671/premium759/index.m3u8: Server returned 403 Forbidden (access denied)
